date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:18:21	125/125	---M-Z	200	added ('OK')	text/plain	etag:%2274-5e45ed3dba800-gzip%22	https://duantnrtplongkhanh.brizy.site/robots.txt		(from )
16:18:22	573650/573650	---MCZ	200	added ('OK')	text/html	date:Fri,%2022%20Jul%202022%2009:18:21%20GMT	https://duantnrtplongkhanh.brizy.site/	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/index.html	(from )
16:18:23	2056/2056	---MC-	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2009:18:22%20GMT	https://a-cloud.b-cdn.net/media/iW=32&iH=any/af66bbb2c518ee0d7f3adb9062a419e9.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/af66bbb2c518ee0d7f3adb9062a419e9.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:23	7670/7670	---MC-	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2009:18:23%20GMT	https://a-cloud.b-cdn.net/media/iW=192&iH=any/af66bbb2c518ee0d7f3adb9062a419e9.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/af66bbb2c518ee0d7f3adb9062a419e9-2.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:24	7670/7670	---MC-	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2009:18:23%20GMT	https://a-cloud.b-cdn.net/media/iW=180&iH=any/af66bbb2c518ee0d7f3adb9062a419e9.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/af66bbb2c518ee0d7f3adb9062a419e9-3.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:25	123032/123032	---MCZ	200	added ('OK')	text/css	etag:W/%22d178289a9087f04081df46ee2c1c4a00%22	https://b-cloud.b-cdn.net/builds/free/239-cloud/editor/css/group-all.css	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/css/group-all.css	(from https://duantnrtplongkhanh.brizy.site/)
16:18:25	58412/58412	---MCZ	200	added ('OK')	text/css	etag:W/%2293adbcb52651da14241a0eac18334588%22	https://b-cloud.b-cdn.net/builds/pro/114-cloud/css/group-2-pro.css	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/css/group-2-pro.css	(from https://duantnrtplongkhanh.brizy.site/)
16:18:25	255558/255558	---MCZ	200	added ('OK')	text/css	etag:W/%22b73a64712964514c4363d1e65ce687ef%22	https://b-cloud.b-cdn.net/builds/pro/114-cloud/css/preview.pro.css	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/css/preview.pro.css	(from https://duantnrtplongkhanh.brizy.site/)
16:18:25	223993/223993	---M--	200	added ('OK')	image/jpeg	date:Fri,%2022%20Jul%202022%2009:18:24%20GMT	https://a-cloud.b-cdn.net/media/iW=1200&iH=630/a15a1e5c5bb43bd487624c3ebf5fe198.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/a15a1e5c5bb43bd487624c3ebf5fe198.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:26	214301/214301	---M--	200	added ('OK')	image/jpeg	date:Sat,%2016%20Jul%202022%2002:58:29%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/1267490b718af3f438f06cfff3fc5548.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/1267490b718af3f438f06cfff3fc5548.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:26	242681/242681	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Jul%202022%2008:50:13%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/dfe623a56ef3b488a23ce7dab48a5173.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/dfe623a56ef3b488a23ce7dab48a5173.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:26	35114/35114	---MC-	200	added ('OK')	image/png	date:Sat,%2016%20Jul%202022%2002:58:31%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/5fb7ca9441bfac335e01fa94ddd5a4cd.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/5fb7ca9441bfac335e01fa94ddd5a4cd.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:27	76964/76964	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:31%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/cabc392d98ef1660676def0c780f3425.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/cabc392d98ef1660676def0c780f3425.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:27	5137/5137	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:32%20GMT	https://a-cloud.b-cdn.net/media/iW=61&iH=51&oX=0&oY=0&cW=61&cH=51/23f37720dee14ed4d6b09a00e01b0f96.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/23f37720dee14ed4d6b09a00e01b0f96.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:27	18797/18797	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:32%20GMT	https://a-cloud.b-cdn.net/media/iW=350&iH=252&oX=0&oY=1&cW=350&cH=250/85143b94da2693c4e8f9d03c1bd8af40.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/85143b94da2693c4e8f9d03c1bd8af40.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:28	13601/13601	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:34%20GMT	https://a-cloud.b-cdn.net/media/iW=117&iH=98&oX=0&oY=0&cW=117&cH=98/e9785741ce6ea7cf65c58a6c0967be37.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/e9785741ce6ea7cf65c58a6c0967be37.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:28	21728/21728	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:34%20GMT	https://a-cloud.b-cdn.net/media/iW=150&iH=215&oX=0&oY=0&cW=150&cH=215/60f92e9c57ef53ec279f2903799cdc03.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/60f92e9c57ef53ec279f2903799cdc03.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:28	98105/98105	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:35%20GMT	https://a-cloud.b-cdn.net/media/iW=779&iH=439&oX=97&oY=0&cW=585&cH=439/be73ffcadc6ecc5b4b8c8d3327db738d.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/be73ffcadc6ecc5b4b8c8d3327db738d.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:28	11711/11711	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:36%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/2bfec83881d7b6e378a93d1f0b04f219.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/2bfec83881d7b6e378a93d1f0b04f219.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:28	3332/3332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:36%20GMT	https://a-cloud.b-cdn.net/media/iW=144&iH=90&oX=31&oY=0&cW=90&cH=90/ce477c47e192488c52d57ff12621ba79.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/ce477c47e192488c52d57ff12621ba79.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:29	4584/4584	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:37%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/9a4b27af182328c58f86b1bbedcd6e87.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/9a4b27af182328c58f86b1bbedcd6e87.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:29	5061/5061	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:38%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/204dddba51ccc151875888a5f1950441.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/204dddba51ccc151875888a5f1950441.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:29	3279/3279	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:38%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/ded4fca1b8069474492c90cb738c9679.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/ded4fca1b8069474492c90cb738c9679.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:30	6310/6310	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:39%20GMT	https://a-cloud.b-cdn.net/media/iW=150&iH=150&oX=0&oY=0&cW=150&cH=150/e7d38f26c4b27b73dd7b283ae0caef19.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/e7d38f26c4b27b73dd7b283ae0caef19.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:30	367608/367608	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:39%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/68f8430fd8ce353a0f4acd983f59c634.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/68f8430fd8ce353a0f4acd983f59c634.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:30	260456/260456	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:40%20GMT	https://a-cloud.b-cdn.net/media/iW=1170&iH=847&oX=0&oY=0&cW=1170&cH=847/68f8430fd8ce353a0f4acd983f59c634.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/68f8430fd8ce353a0f4acd983f59c634-2.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:31	66896/66896	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:43%20GMT	https://a-cloud.b-cdn.net/media/iW=626&iH=371&oX=66&oY=0&cW=495&cH=371/04a4751a1dad6c084bd2938c294df53a.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/04a4751a1dad6c084bd2938c294df53a.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:31	26978/26978	---MC-	200	added ('OK')	image/png	date:Fri,%2022%20Jul%202022%2009:18:30%20GMT	https://a-cloud.b-cdn.net/media/iW=120&iH=120&oX=0&oY=0&cW=120&cH=120/9676b8aa943845cf96eef1c098464cb1.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/9676b8aa943845cf96eef1c098464cb1.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:31	55359/55359	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:44%20GMT	https://a-cloud.b-cdn.net/media/iW=660&iH=371&oX=82&oY=0&cW=495&cH=371/6fb4ab53352c1c4ad0b950fa19928bc7.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/6fb4ab53352c1c4ad0b950fa19928bc7.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:31	63464/63464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:45%20GMT	https://a-cloud.b-cdn.net/media/iW=660&iH=371&oX=82&oY=0&cW=495&cH=371/b1440a38a0826c6c7c7e8e0685592fb7.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/b1440a38a0826c6c7c7e8e0685592fb7.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:31	60831/60831	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:46%20GMT	https://a-cloud.b-cdn.net/media/iW=660&iH=371&oX=82&oY=0&cW=495&cH=371/bc66a9bfcade904d381b973fa8deb211.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/bc66a9bfcade904d381b973fa8deb211.jpg	(from https://duantnrtplongkhanh.brizy.site/)
16:18:32	9023/9023	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:47%20GMT	https://a-cloud.b-cdn.net/media/iW=88&iH=73&oX=0&oY=0&cW=88&cH=73/e9785741ce6ea7cf65c58a6c0967be37.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/png/e9785741ce6ea7cf65c58a6c0967be37-2.png	(from https://duantnrtplongkhanh.brizy.site/)
16:18:32	46638/46638	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:47%20GMT	https://a-cloud.b-cdn.net/media/iW=376&iH=430&oX=0&oY=0&cW=376&cH=430/34cdde3bd95c4cb4b7db20220885a03b.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrtplongkhanh.com/web/jpg/34cdde3bd95c4cb4b7db20220885a03b.jpg	(from https://duantnrtplongkhanh.brizy.site/)
