date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:08:31	242681/242681	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Jul%202022%2008:50:13%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/dfe623a56ef3b488a23ce7dab48a5173.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/dfe623a56ef3b488a23ce7dab48a5173.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:31	35114/35114	---MC-	200	added ('OK')	image/png	date:Sat,%2016%20Jul%202022%2002:58:31%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/5fb7ca9441bfac335e01fa94ddd5a4cd.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/5fb7ca9441bfac335e01fa94ddd5a4cd.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:31	76964/76964	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:31%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/cabc392d98ef1660676def0c780f3425.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/cabc392d98ef1660676def0c780f3425.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:31	5137/5137	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:32%20GMT	https://a-cloud.b-cdn.net/media/iW=61&iH=51&oX=0&oY=0&cW=61&cH=51/23f37720dee14ed4d6b09a00e01b0f96.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/23f37720dee14ed4d6b09a00e01b0f96.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:32	19075/19075	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:52:02%20GMT	https://a-cloud.b-cdn.net/media/iW=350&iH=252&oX=0&oY=0&cW=350&cH=252/85143b94da2693c4e8f9d03c1bd8af40.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/85143b94da2693c4e8f9d03c1bd8af40.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:32	13601/13601	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:34%20GMT	https://a-cloud.b-cdn.net/media/iW=117&iH=98&oX=0&oY=0&cW=117&cH=98/e9785741ce6ea7cf65c58a6c0967be37.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/e9785741ce6ea7cf65c58a6c0967be37.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:32	21728/21728	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:34%20GMT	https://a-cloud.b-cdn.net/media/iW=150&iH=215&oX=0&oY=0&cW=150&cH=215/60f92e9c57ef53ec279f2903799cdc03.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/60f92e9c57ef53ec279f2903799cdc03.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:32	98105/98105	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:35%20GMT	https://a-cloud.b-cdn.net/media/iW=779&iH=439&oX=97&oY=0&cW=585&cH=439/be73ffcadc6ecc5b4b8c8d3327db738d.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/be73ffcadc6ecc5b4b8c8d3327db738d.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:32	11711/11711	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:36%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/2bfec83881d7b6e378a93d1f0b04f219.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/2bfec83881d7b6e378a93d1f0b04f219.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:33	3332/3332	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:36%20GMT	https://a-cloud.b-cdn.net/media/iW=144&iH=90&oX=31&oY=0&cW=90&cH=90/ce477c47e192488c52d57ff12621ba79.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/ce477c47e192488c52d57ff12621ba79.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:33	4584/4584	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:37%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/9a4b27af182328c58f86b1bbedcd6e87.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/9a4b27af182328c58f86b1bbedcd6e87.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:33	5061/5061	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:38%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/204dddba51ccc151875888a5f1950441.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/204dddba51ccc151875888a5f1950441.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:33	3279/3279	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:38%20GMT	https://a-cloud.b-cdn.net/media/iW=100&iH=100&oX=0&oY=0&cW=100&cH=100/ded4fca1b8069474492c90cb738c9679.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/ded4fca1b8069474492c90cb738c9679.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:33	6310/6310	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:39%20GMT	https://a-cloud.b-cdn.net/media/iW=150&iH=150&oX=0&oY=0&cW=150&cH=150/e7d38f26c4b27b73dd7b283ae0caef19.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/e7d38f26c4b27b73dd7b283ae0caef19.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:34	367608/367608	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:39%20GMT	https://a-cloud.b-cdn.net/media/iW=5000&iH=any/68f8430fd8ce353a0f4acd983f59c634.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/68f8430fd8ce353a0f4acd983f59c634.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:34	260456/260456	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:40%20GMT	https://a-cloud.b-cdn.net/media/iW=1170&iH=847&oX=0&oY=0&cW=1170&cH=847/68f8430fd8ce353a0f4acd983f59c634.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/68f8430fd8ce353a0f4acd983f59c634-2.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:34	26978/26978	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:52:05%20GMT	https://a-cloud.b-cdn.net/media/iW=120&iH=120&oX=0&oY=0&cW=120&cH=120/2d42a1ffecffd1335d12b3596b17cbad.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/2d42a1ffecffd1335d12b3596b17cbad.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:34	66896/66896	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:43%20GMT	https://a-cloud.b-cdn.net/media/iW=626&iH=371&oX=66&oY=0&cW=495&cH=371/04a4751a1dad6c084bd2938c294df53a.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/04a4751a1dad6c084bd2938c294df53a.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:35	55359/55359	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:44%20GMT	https://a-cloud.b-cdn.net/media/iW=660&iH=371&oX=82&oY=0&cW=495&cH=371/6fb4ab53352c1c4ad0b950fa19928bc7.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/6fb4ab53352c1c4ad0b950fa19928bc7.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:35	63464/63464	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:45%20GMT	https://a-cloud.b-cdn.net/media/iW=660&iH=371&oX=82&oY=0&cW=495&cH=371/b1440a38a0826c6c7c7e8e0685592fb7.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/b1440a38a0826c6c7c7e8e0685592fb7.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:35	60831/60831	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:46%20GMT	https://a-cloud.b-cdn.net/media/iW=660&iH=371&oX=82&oY=0&cW=495&cH=371/bc66a9bfcade904d381b973fa8deb211.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/bc66a9bfcade904d381b973fa8deb211.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:35	9023/9023	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:47%20GMT	https://a-cloud.b-cdn.net/media/iW=88&iH=73&oX=0&oY=0&cW=88&cH=73/e9785741ce6ea7cf65c58a6c0967be37.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/e9785741ce6ea7cf65c58a6c0967be37-2.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:35	46638/46638	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:47%20GMT	https://a-cloud.b-cdn.net/media/iW=376&iH=430&oX=0&oY=0&cW=376&cH=430/34cdde3bd95c4cb4b7db20220885a03b.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/34cdde3bd95c4cb4b7db20220885a03b.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:36	37506/37506	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:48%20GMT	https://a-cloud.b-cdn.net/media/iW=376&iH=430&oX=0&oY=0&cW=376&cH=430/66e276155d5bc2fa9bca2725dbdb46d7.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/66e276155d5bc2fa9bca2725dbdb46d7.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:36	47283/47283	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:49%20GMT	https://a-cloud.b-cdn.net/media/iW=376&iH=430&oX=0&oY=0&cW=376&cH=430/ca8018f06657d8431cc7bc696f6905e3.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/ca8018f06657d8431cc7bc696f6905e3.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:36	38028/38028	---M--	200	added ('OK')	image/jpeg	date:Wed,%2020%20Jul%202022%2020:50:50%20GMT	https://a-cloud.b-cdn.net/media/iW=458&iH=430&oX=0&oY=0&cW=376&cH=430/8f54b16edbe615cd5df3c502b9de9ce9.jpg	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/jpg/8f54b16edbe615cd5df3c502b9de9ce9.jpg	(from https://duantnrlongkhanh.brizy.site/)
01:08:36	11720/11720	---MC-	200	added ('OK')	image/png	date:Wed,%2020%20Jul%202022%2020:50:51%20GMT	https://a-cloud.b-cdn.net/media/iW=107&iH=89&oX=0&oY=0&cW=107&cH=89/e9785741ce6ea7cf65c58a6c0967be37.png	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/png/e9785741ce6ea7cf65c58a6c0967be37-3.png	(from https://duantnrlongkhanh.brizy.site/)
01:08:36	326160/326160	---MCZ	200	added ('OK')	application/javascript	etag:W/%22cd790ff7a514b74638f93de60354697b%22	https://b-cloud.b-cdn.net/builds/free/239-cloud/editor/js/group-all.js	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/js/group-all.js	(from https://duantnrlongkhanh.brizy.site/)
01:08:37	90385/90385	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e596bcc5c78813958892abeef277e7a9%22	https://b-cloud.b-cdn.net/builds/pro/114-cloud/js/group-2.pro.js	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/js/group-2.pro.js	(from https://duantnrlongkhanh.brizy.site/)
01:08:37	206655/206655	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a0846c37d24aba87fd848f37cd3c3281%22	https://b-cloud.b-cdn.net/builds/pro/114-cloud/js/preview.pro.js	C:/Users/Chinhdayroi/Desktop/ladipage/duantnrlongkhanh/web/js/preview.pro.js	(from https://duantnrlongkhanh.brizy.site/)
